"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Cayman Islands","CYM","Intentional homicides, female (per 100,000 female)","VC.IHR.PSRC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","","","","","","","0","","","0","","0","","","0","0","","","","","","","",
"Cyprus","CYP","Intentional homicides, female (per 100,000 female)","VC.IHR.PSRC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.802564997732754","0.39433498362524","0.773568704504491","0.568366968027463","0.371263465261806","1.27580776857576","0.179521933092176","1.06481341806882","0.879809257353006","0.524419598609239","0.868622573068531","0.517605487998454","0.855931347458483","0","1.00961320035606","1.66867742296134","0.662419453934523","",
"Czech Republic","CZE","Intentional homicides, female (per 100,000 female)","VC.IHR.PSRC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.55423374774561","1.08985187110187","1.0406907058199","1.19437474438431","0.917929134631635","1.16201730984172","0.927353229791506","0.891135477240969","1.10169081047404","1.10317102707695","0.949083857781903","0.855252017111882","1.02352787312803","1.03822342228265","0.826629803987286","0.710737637186392","0.987884804430496","0.818351000415499","0.891738985769518","0.947019636359315","0.835227598592586","0.908684614115025","0.666687778446318","0.554629427121416","","0.718419256583437","0.717378588272516","",
"Germany","DEU","Intentional homicides, female (per 100,000 female)","VC.IHR.PSRC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.933793046331633","1.10750839576557","1.13838727387663","1.34238552656795","1.63183655525063","1.65804884018527","1.5982972138072","1.55515545140394","1.4440354843509","1.23484526575162","1.30506487776834","1.17821768615863","1.13473751115436","1.1654645430387","1.09630259502723","1.07358700852361","1.06154356455906","0.939463388148212","0.886909236584537","0.935301443414856","0.953693983188341","0.82041095064148","0.717835762039288","0.793937512518737","0.818344947313794","0.786760575884682","1.12390547422964","0.906473758872828","0.871503504785777","0.652977312752782","0.842616393293113","",
"Djibouti","DJI","Intentional homicides, female (per 100,000 female)","VC.IHR.PSRC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Intentional homicides, female (per 100,000 female)","VC.IHR.PSRC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","0","","","","","","","","","","",
"Denmark","DNK","Intentional homicides, female (per 100,000 female)","VC.IHR.PSRC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.959580916468865","1.64652418744031","1.22171351428947","0.989296572087378","0.947794349856675","0.71761832298641","0.976737127529084","1.57386308065711","0.788946996030521","1.06162625188229","1.18593320157121","0.705848822460537","0.552846607180372","1.02942728180829","0.623296018678348","0.657804817616305","0.400434507844148","0.616151431174798","0.619813468940213","0.502615395109552","0.786116889864309","0.533543905327969","0.566568225437497","0.458335213682928","1.08836009411857","0.817411638303468","0.80112994153493","0.694076680203475","0.691601673399409","0.930327113350022","0.583622455320268","",
"Dominican Republic","DOM","Intentional homicides, female (per 100,000 female)","VC.IHR.PSRC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.74291584152393","3.93092989483553","3.75979082359386","3.98145102737816","3.77672255956349","4.35207089285148","4.76415101090991","4.05904312400114","","3.68570514043522","","3.27250453241878","3.63467725683486","2.86015246870673","2.69879962976192","2.35740551316114","",
"Algeria","DZA","Intentional homicides, female (per 100,000 female)","VC.IHR.PSRC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.280893778073172","0.206523833724166","0.443627332105205","0.371234342492363","","","","0.431856191137297","0.377928339717019","",
"East Asia & Pacific (excluding high income)","EAP","Intentional homicides, female (per 100,000 female)","VC.IHR.PSRC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
